fips,county,time,state,ind(not needed),inter,intra,ind_r
13115,Floyd,1,GA,0,0.801076318,2.014398833,0
13115,Floyd,4,GA,87,0.501186209,1.379289096,89.35082008
13115,Floyd,8,GA,98,0.853967895,1.674249505,100.6480502
13115,Floyd,12,GA,416,0.781254814,1.83651881,427.2407029
13115,Floyd,16,GA,462,0.757222525,1.729092422,474.4836652
13115,Floyd,20,GA,713,0.889400117,1.66664955,732.2659163
13115,Floyd,24,GA,1058,0.838254475,1.657509064,1086.588134
13117,Forsyth,1,GA,0,1.082260939,1.942701515,0
13117,Forsyth,4,GA,107,0.538393838,1.2924342,46.85112289
13117,Forsyth,8,GA,76,1.026783955,1.615925879,33.27743308
13117,Forsyth,12,GA,559,0.952128661,1.673373237,244.7642776
13117,Forsyth,16,GA,477,0.892798501,1.646707505,208.8596787
13117,Forsyth,20,GA,948,1.086245474,1.460616596,415.0921916
13117,Forsyth,24,GA,3367,0.95808357,1.510576532,1474.277858
13119,Frankli,1,GA,0,1.811912501,1.542651322,0
13119,Frankli,4,GA,0,1.287446192,1.241324783,0
13119,Frankli,8,GA,95,1.869015198,1.284810683,417.2889397
13119,Frankli,12,GA,81,1.755688307,1.318633049,355.7937275
13119,Frankli,16,GA,94,1.62303435,1.425810419,412.8964245
13119,Frankli,20,GA,125,1.82904331,1.225511728,549.0643943
13119,Frankli,24,GA,294,1.757445313,1.239567777,1291.399455
13121,Fulton,1,GA,2,1.043794634,1.00015441,0.193012932
13121,Fulton,4,GA,1132,0.464533874,0.628739626,109.2453194
13121,Fulton,8,GA,807,0.852007335,0.776076047,77.88071801
13121,Fulton,12,GA,4845,0.841410925,0.830129319,467.5738275
13121,Fulton,16,GA,1316,0.66909863,0.713481953,127.0025092
13121,Fulton,20,GA,3854,0.939229878,0.67642347,371.9359197
13121,Fulton,24,GA,10779,0.850231616,0.692626906,1040.243196
13123,Gilmer,1,GA,0,0.76708095,1.35069376,0
13123,Gilmer,4,GA,6,0.516867232,1.034720852,19.72775695
13123,Gilmer,8,GA,23,0.994936542,1.138620372,75.62306832
13123,Gilmer,12,GA,158,0.986059052,1.268165976,519.4975998
13123,Gilmer,16,GA,35,0.900900901,1.207667522,115.0785822
13123,Gilmer,20,GA,94,1.131386861,1.055434997,309.0681923
13123,Gilmer,24,GA,333,0.915039127,1.099493654,1094.890511
13125,Glascoc,1,GA,0,1.545393859,1.118157543,0
13125,Glascoc,4,GA,0,1.171562083,0.97129506,0
13125,Glascoc,8,GA,0,1.782376502,0.934579439,0
13125,Glascoc,12,GA,6,1.585447263,1.028037383,200.2670227
13125,Glascoc,16,GA,2,1.70894526,1.134846462,66.75567423
13125,Glascoc,20,GA,14,1.832443258,0.961281709,467.2897196
13125,Glascoc,24,GA,25,1.471962617,1.008010681,834.4459279
13127,Glynn,1,GA,0,0.769622351,1.760388304,0
13127,Glynn,4,GA,21,0.389842548,1.135432698,24.86089736
13127,Glynn,8,GA,70,0.879957381,1.422990411,82.86965787
13127,Glynn,12,GA,472,0.802415059,1.44110335,558.7782645
13127,Glynn,16,GA,124,0.641055996,1.417189535,146.7976797
13127,Glynn,20,GA,218,0.853794247,1.314667929,258.0797916
13127,Glynn,24,GA,700,0.672309696,1.26778738,828.6965787
13129,Gordon,1,GA,0,0.98056012,1.690500332,0
13129,Gordon,4,GA,26,0.666585084,1.309569596,45.45295619
13129,Gordon,8,GA,65,1.095940701,1.523023671,113.6323905
13129,Gordon,12,GA,341,1.025838257,1.562707598,596.1330023
13129,Gordon,16,GA,160,0.962378938,1.559036397,279.7104996
13129,Gordon,20,GA,469,1.014999476,1.491905877,819.9014021
13129,Gordon,24,GA,714,1.009230447,1.508338869,1248.208105
13131,Grady,1,GA,0,1.090301273,1.439101015,0
13131,Grady,4,GA,18,0.600531658,1.064926696,72.49879169
13131,Grady,8,GA,27,0.953761882,1.24415982,108.7481875
13131,Grady,12,GA,130,0.916304173,1.205091026,523.6023844
13131,Grady,16,GA,44,0.818833575,1.246979217,177.2192686
13131,Grady,20,GA,44,0.884082488,1.131383921,177.2192686
13131,Grady,24,GA,356,0.796681166,1.090301273,1433.864991
13133,Greene,1,GA,0,1.170096259,1.206985993,0
13133,Greene,4,GA,27,0.887082829,0.880742406,155.6285665
13133,Greene,8,GA,16,1.449074875,1.001786847,92.2243357
13133,Greene,12,GA,89,1.310738371,1.072684305,512.9978673
13133,Greene,16,GA,20,1.170096259,0.997752032,115.2804196
13133,Greene,20,GA,49,1.340134878,0.860568333,282.4370281
13133,Greene,24,GA,223,1.077295521,0.870367168,1285.376679
13135,Gwinnet,1,GA,0,0.745295865,1.34094898,0
13135,Gwinnet,4,GA,588,0.384767542,0.894873045,64.25906457
13135,Gwinnet,8,GA,1400,0.665879092,1.109091783,152.9977728
13135,Gwinnet,12,GA,4313,0.636459806,1.151024102,471.3424243
13135,Gwinnet,16,GA,1561,0.572583236,1.039292014,170.5925167
13135,Gwinnet,20,GA,3636,0.639476048,0.988289113,397.3570728
13135,Gwinnet,24,GA,12740,0.583522577,0.990026731,1392.279732
13137,Habersh,1,GA,0,1.150674495,1.690270246,0
13137,Habersh,4,GA,18,0.698919912,1.232465379,40.33523058
13137,Habersh,8,GA,60,1.072693049,1.397839824,134.4507686
13137,Habersh,12,GA,193,1.134988572,1.442208578,432.4833057
13137,Habersh,16,GA,195,1.006812172,1.521982701,436.964998
13137,Habersh,20,GA,249,1.148657733,1.369605163,557.9706897
13137,Habersh,24,GA,470,1.043337964,1.319634294,1053.197687
13139,Hall,1,GA,0,0.986424519,1.623571101,0
13139,Hall,4,GA,285,0.573321186,1.119863893,143.4561351
13139,Hall,8,GA,315,1.012498301,1.32518234,158.5567809
13139,Hall,12,GA,1127,0.955619202,1.418806344,567.2809274
13139,Hall,16,GA,869,0.918068929,1.36912522,437.4153735
13139,Hall,20,GA,854,1.016273463,1.307413914,429.8650506
13139,Hall,24,GA,2890,0.897280374,1.304746133,1454.695546
13141,Hancock,1,GA,0,0.657662948,0.502642396,0
13141,Hancock,4,GA,3,0.510863183,0.422783324,35.23194363
13141,Hancock,8,GA,8,0.844392249,0.485026424,93.95184968
13141,Hancock,12,GA,39,0.777451556,0.44392249,458.0152672
13141,Hancock,16,GA,13,0.615384615,0.446271286,152.6717557
13141,Hancock,20,GA,36,0.777451556,0.386376982,422.7833236
13141,Hancock,24,GA,90,0.568408691,0.401644157,1056.958309
13143,Haralso,1,GA,0,1.622472371,1.427105074,0
13143,Haralso,4,GA,14,1.109248298,1.159886406,47.90091354
13143,Haralso,8,GA,16,1.66181955,1.247476648,54.74390119
13143,Haralso,12,GA,61,1.633763301,1.283402334,208.7111233
13143,Haralso,16,GA,76,1.592705375,1.334040442,260.0335306
13143,Haralso,20,GA,277,1.582783043,1.182126116,947.7537893
13143,Haralso,24,GA,207,1.506141581,1.230369179,708.2492216
13145,Harris,1,GA,0,1.926696965,1.457850755,0
13145,Harris,4,GA,18,1.090455945,1.148511948,52.77818502
13145,Harris,8,GA,47,1.849288961,1.184577042,137.8097053
13145,Harris,12,GA,113,1.808825685,1.162879343,331.3297171
13145,Harris,16,GA,29,1.645506524,1.284562381,85.03152031
13145,Harris,20,GA,78,2.029907638,1.081952793,228.7054684
13145,Harris,24,GA,327,1.662219616,1.130626008,958.8036945
13147,Hart,1,GA,0,1.096496333,1.645908509,0
13147,Hart,4,GA,3,0.755829744,1.176036938,11.64008847
13147,Hart,8,GA,14,1.215613239,1.313389982,54.32041284
13147,Hart,12,GA,111,1.14344469,1.387110542,430.6832732
13147,Hart,16,GA,45,1.063516083,1.368874403,174.601327
13147,Hart,20,GA,120,1.177976953,1.310673961,465.6035386
13147,Hart,24,GA,299,1.103868389,1.364606371,1160.128817
13149,Heard,1,GA,0,1.265337423,1.059986367,0
13149,Heard,4,GA,3,0.885310157,0.85463531,25.56237219
13149,Heard,8,GA,8,1.276414451,0.851226994,68.16632584
13149,Heard,12,GA,29,1.399965917,0.892978868,247.1029312
13149,Heard,16,GA,11,1.313053851,1.024199046,93.72869802
13149,Heard,20,GA,45,1.472392638,0.812031357,383.4355828
13149,Heard,24,GA,74,1.297716428,0.921949557,630.538514
13151,Henry,1,GA,0,1.037025861,1.477351391,0
13151,Henry,4,GA,221,0.604554571,1.062718543,98.06705834
13151,Henry,8,GA,126,0.977120645,1.249933439,55.91153553
13151,Henry,12,GA,806,0.908873072,1.286142814,357.6563304
13151,Henry,16,GA,467,0.838894904,1.185945792,207.2276753
13151,Henry,20,GA,939,0.930039582,1.143390902,416.6740624
13151,Henry,24,GA,2819,0.786622056,1.140329079,1250.909672
13153,Houston,1,GA,0,0.826607256,1.840241813,0
13153,Houston,4,GA,103,0.439002782,1.215710033,67.09791736
13153,Houston,8,GA,53,0.792993153,1.51419805,34.52611282
13153,Houston,12,GA,563,0.765567694,1.59706072,366.7585192
13153,Houston,16,GA,255,0.669350583,1.515500922,166.1162032
13153,Houston,20,GA,418,0.827844984,1.413420886,272.300286
13153,Houston,24,GA,2095,0.703290404,1.348798426,1364.75861
13155,Irwin,1,GA,0,1.708154506,1.14806867,0
13155,Irwin,4,GA,9,0.89806867,0.916309013,96.56652361
13155,Irwin,8,GA,10,1.482832618,0.959227468,107.2961373
13155,Irwin,12,GA,48,1.364806867,0.975321888,515.0214592
13155,Irwin,16,GA,27,1.272532189,0.969957082,289.6995708
13155,Irwin,20,GA,41,1.430257511,0.833690987,439.9141631
13155,Irwin,24,GA,107,1.275751073,0.862660944,1148.06867
13157,Jackson,1,GA,0,1.850777049,1.843264344,0
13157,Jackson,4,GA,27,1.135007734,1.373941224,39.77314576
13157,Jackson,8,GA,84,1.833247404,1.512705311,123.7386757
13157,Jackson,12,GA,327,1.809530824,1.616704721,481.6969876
13157,Jackson,16,GA,243,1.688296384,1.606245857,357.9583119
13157,Jackson,20,GA,414,1.915592546,1.44096634,609.8549017
13157,Jackson,24,GA,1315,1.743389556,1.502393754,1937.099507
13159,Jasper,1,GA,0,1.543546996,1.393360161,0
13159,Jasper,4,GA,7,1.03981029,1.126041966,50.30181087
13159,Jasper,8,GA,18,1.603909169,1.153348663,129.3475137
13159,Jasper,12,GA,23,1.544984191,1.23670595,165.2773786
13159,Jasper,16,GA,18,1.466657085,1.241736131,129.3475137
13159,Jasper,20,GA,59,1.625467088,1.096579477,423.9724059
13159,Jasper,24,GA,189,1.488933602,1.155504455,1358.148893
13161,Jeff Da,1,GA,0,0.967012503,1.32282522,0
13161,Jeff Da,4,GA,1,0.625831338,1.032854483,6.650704975
13161,Jeff Da,8,GA,12,0.987629689,1.179169992,79.8084597
13161,Jeff Da,12,GA,188,0.941074754,1.198457036,1250.332535
13161,Jeff Da,16,GA,36,0.845969673,1.209763235,239.4253791
13161,Jeff Da,20,GA,29,0.96235701,1.129954775,192.8704443
13161,Jeff Da,24,GA,169,0.822027135,1.115988295,1123.969141
13163,Jeffers,1,GA,0,1.008451786,1.210142144,0
13163,Jeffers,4,GA,6,0.682545781,0.977077731,38.41721091
13163,Jeffers,8,GA,22,1.117940838,1.102573953,140.8631067
13163,Jeffers,12,GA,154,0.904725317,1.084645921,986.0417467
13163,Jeffers,16,GA,46,0.943142528,1.072480471,294.5319503
13163,Jeffers,20,GA,80,0.979638878,0.978998591,512.2294788
13163,Jeffers,24,GA,227,0.829171469,0.953387117,1453.451146
13165,Jenkins,1,GA,0,0.949619015,1.049698624,0
13165,Jenkins,4,GA,10,0.675537359,0.849539406,113.7268282
13165,Jenkins,8,GA,11,0.85408848,0.909814625,125.099511
13165,Jenkins,12,GA,37,0.889343796,1.005345161,420.7892642
13165,Jenkins,16,GA,47,0.883657455,1.004207893,534.5160924
13165,Jenkins,20,GA,12,1.063345843,0.88706926,136.4721938
13165,Jenkins,24,GA,108,0.850676675,0.856363016,1228.249744
13167,Johnson,1,GA,0,1.105149107,0.966876483,0
13167,Johnson,4,GA,19,0.797647302,0.803838613,196.0581983
13167,Johnson,8,GA,2,1.13713755,0.912186565,20.63770509
13167,Johnson,12,GA,72,1.129914354,0.848209679,742.9573831
13167,Johnson,16,GA,13,1.052522959,0.864719843,134.1450831
13167,Johnson,20,GA,22,1.205241977,0.838922712,227.014756
13167,Johnson,24,GA,173,0.998864926,0.866783614,1785.16149
13169,Jones,1,GA,0,1.453864726,1.30445432,0
13169,Jones,4,GA,10,0.881766332,1.061968578,34.99072746
13169,Jones,8,GA,15,1.357990133,1.156093635,52.48609119
13169,Jones,12,GA,83,1.31600126,1.098358935,290.4230379
13169,Jones,16,GA,48,1.204730746,1.186185661,167.9554918
13169,Jones,20,GA,60,1.354141153,1.0630183,209.9443647
13169,Jones,24,GA,237,1.261065818,1.125651702,829.2802407
13171,Lamar,1,GA,0,1.598650386,1.272493573,0
13171,Lamar,4,GA,15,0.899742931,0.916880891,80.33419023
13171,Lamar,8,GA,23,1.389781491,0.964545844,123.1790917
13171,Lamar,12,GA,71,1.310518423,1.025599829,380.2485004
13171,Lamar,16,GA,24,1.394065981,1.035239931,128.5347044
13171,Lamar,20,GA,100,1.471186804,0.965081405,535.5612682
13171,Lamar,24,GA,272,1.275706941,0.951692374,1456.72665
13173,Lanier,1,GA,0,1.333333333,1.044315992,0
13173,Lanier,4,GA,5,0.816955684,0.795761079,48.16955684
13173,Lanier,8,GA,18,1.215799615,0.908477842,173.4104046
13173,Lanier,12,GA,31,1.208092486,0.914258189,298.6512524
13173,Lanier,16,GA,9,1.086705202,0.905587669,86.70520231
13173,Lanier,20,GA,19,1.292870906,0.780346821,183.044316
13173,Lanier,24,GA,85,1.149325626,0.789017341,818.8824663
13175,Laurens,1,GA,0,0.928804978,2.047885244,0
13175,Laurens,4,GA,22,0.529901909,1.41356397,46.40860669
13175,Laurens,8,GA,8,0.892521886,1.794536441,16.87585698
13175,Laurens,12,GA,270,0.879864993,1.871321591,569.560173
13175,Laurens,16,GA,150,0.811728721,1.816053159,316.4223183
13175,Laurens,20,GA,102,0.919734205,1.887986499,215.1671765
13175,Laurens,24,GA,643,0.863411033,1.732306719,1356.397005
13177,Lee,1,GA,0,2.033421463,1.912073758,0
13177,Lee,4,GA,211,1.115856552,1.428377737,715.2057488
13177,Lee,8,GA,13,1.897498475,1.568029286,44.06480917
13177,Lee,12,GA,71,1.92393736,1.594468172,240.6616501
13177,Lee,16,GA,25,1.747678124,1.604975934,84.74001763
13177,Lee,20,GA,68,1.933767202,1.462951664,230.4928479
13177,Lee,24,GA,447,1.752084604,1.49244119,1515.151515
13179,Liberty,1,GA,0,0.860649725,1.255929192,0
13179,Liberty,4,GA,16,0.476291382,0.854618657,26.08029471
13179,Liberty,8,GA,20,0.778985803,1.05755595,32.60036838
13179,Liberty,12,GA,247,0.772954734,1.040766761,402.6145495
13179,Liberty,16,GA,101,0.718838123,1.0265856,164.6318603
13179,Liberty,20,GA,129,0.765293648,0.879883943,210.2723761
13179,Liberty,24,GA,338,0.642716263,0.792840959,550.9462257
13181,Lincoln,1,GA,0,1.093431772,0.941955194,0
13181,Lincoln,4,GA,5,0.717922607,0.807026477,63.64562118
13181,Lincoln,8,GA,1,1.281822811,0.857942974,12.72912424
13181,Lincoln,12,GA,41,1.144348269,0.842668024,521.8940937
13181,Lincoln,16,GA,8,0.891038697,0.821028513,101.8329939
13181,Lincoln,20,GA,47,1.036150713,0.743380855,598.2688391
13181,Lincoln,24,GA,124,0.861761711,0.737016293,1578.411405
13183,Long,1,GA,0,1.183928954,0.948534132,0
13183,Long,4,GA,0,0.66499037,0.704579499,0
13183,Long,8,GA,5,1.123475284,0.775197946,26.74941151
13183,Long,12,GA,41,1.113845495,0.78589771,219.3451744
13183,Long,16,GA,39,1.012197732,0.812647122,208.6454098
13183,Long,20,GA,16,1.111705543,0.678900064,85.59811684
13183,Long,24,GA,78,0.922319709,0.693344746,417.2908196
13185,Lowndes,1,GA,0,0.802330016,1.849797164,0
13185,Lowndes,4,GA,45,0.476318436,1.172029403,39.00696925
13185,Lowndes,8,GA,211,0.803370202,1.468569051,182.8993447
13185,Lowndes,12,GA,737,0.745119795,1.524132312,638.8474741
13185,Lowndes,16,GA,186,0.688429666,1.510869942,161.2288062
13185,Lowndes,20,GA,594,0.859800284,1.426961617,514.891994
13185,Lowndes,24,GA,1062,0.746333345,1.372265178,920.5644742
13187,Lumpkin,1,GA,0,1.319363002,1.737547065,0
13187,Lumpkin,4,GA,6,0.852107895,1.04160237,18.51737547
13187,Lumpkin,8,GA,12,1.227084748,1.067835319,37.03475094
13187,Lumpkin,12,GA,98,1.304857725,1.211653602,302.450466
13187,Lumpkin,16,GA,99,1.323683723,1.431701747,305.5366953
13187,Lumpkin,20,GA,133,1.542806,1.298685266,410.4684896
13187,Lumpkin,24,GA,390,1.398679094,1.16289118,1203.629406
13189,McDuffi,1,GA,0,1.225355395,1.309251923,0
13189,McDuffi,4,GA,26,0.806804941,1.029596831,121.1838732
13189,McDuffi,8,GA,9,1.201584712,1.172687019,41.94826381
13189,McDuffi,12,GA,95,1.127010021,1.137730133,442.7872291
13189,McDuffi,16,GA,45,1.061291074,1.114425542,209.741319
13189,McDuffi,20,GA,83,1.117688185,1.013749709,386.8562107
13189,McDuffi,24,GA,429,0.996504311,0.990445118,1999.533908
13191,McIntos,1,GA,0,0.91152815,0.862847467,0
13191,McIntos,4,GA,2,0.494567518,0.614505433,14.11034288
13191,McIntos,8,GA,3,0.904472979,0.703400593,21.16551432
13191,McIntos,12,GA,54,0.789473684,0.779596444,380.9792578
13191,McIntos,16,GA,15,0.769719204,0.694934387,105.8275716
13191,McIntos,20,GA,23,0.85720333,0.62508819,162.2689431
13191,McIntos,24,GA,60,0.75349231,0.644137153,423.3102864
13193,Macon,1,GA,0,0.826756858,0.735062007,0
13193,Macon,4,GA,28,0.547914318,0.593010147,210.4472003
13193,Macon,8,GA,11,0.833521233,0.659902292,82.67568583
13193,Macon,12,GA,25,0.811724915,0.632093198,187.899286
13193,Macon,16,GA,9,0.649379932,0.577978204,67.64374295
13193,Macon,20,GA,27,0.798196167,0.566704247,202.9312289
13193,Macon,24,GA,105,0.747087561,0.552423901,789.1770011
13195,Madison,1,GA,0,1.377575467,1.245807379,0
13195,Madison,4,GA,8,0.938804846,0.992196591,27.38038196
13195,Madison,8,GA,26,1.410089671,1.02436854,88.98624136
13195,Madison,12,GA,113,1.376890958,1.026764323,386.7478951
13195,Madison,16,GA,74,1.286193442,1.117804093,253.2685331
13195,Madison,20,GA,127,1.423095352,1.014100897,434.6635636
13195,Madison,24,GA,491,1.256759532,1.00143747,1680.470943
13197,Marion,1,GA,0,1.050759013,0.895398482,0
13197,Marion,4,GA,15,0.743595825,0.71987666,177.8937381
13197,Marion,8,GA,10,1.043643264,0.744781784,118.5958254
13197,Marion,12,GA,34,1.021110057,0.71987666,403.2258065
13197,Marion,16,GA,10,0.840844402,0.715132827,118.5958254
13197,Marion,20,GA,6,1.114800759,0.692599621,71.15749526
13197,Marion,24,GA,85,0.844402277,0.687855788,1008.064516
13199,Meriwet,1,GA,0,1.27641429,1.026722259,0
13199,Meriwet,4,GA,17,0.803089169,0.738652516,80.54581636
13199,Meriwet,8,GA,31,1.168861935,0.821093528,146.8776651
13199,Meriwet,12,GA,76,1.107741874,0.839097887,360.087179
13199,Meriwet,16,GA,25,1.081209135,0.850469061,118.4497299
13199,Meriwet,20,GA,38,1.21055624,0.799298778,180.0435895
13199,Meriwet,24,GA,267,1.067468966,0.748128494,1265.043116
13201,Miller,1,GA,0,1.807499568,1.501641611,0
13201,Miller,4,GA,8,1.17504752,1.159495421,138.2408847
13201,Miller,8,GA,4,1.77812338,1.335752549,69.12044237
13201,Miller,12,GA,57,1.553481942,1.315016416,984.9663038
13201,Miller,16,GA,27,1.655434595,1.323656471,466.562986
13201,Miller,20,GA,33,1.612234318,1.147399343,570.2436496
13201,Miller,24,GA,74,1.617418352,1.221703819,1278.728184
13205,Mitchel,1,GA,0,1.080291315,1.31361266,0
13205,Mitchel,4,GA,134,0.608703471,0.950818198,602.4096386
13205,Mitchel,8,GA,20,1.002967092,1.122549901,89.91188635
13205,Mitchel,12,GA,96,0.919798597,1.127495055,431.5770545
13205,Mitchel,16,GA,52,0.926092429,1.126595936,233.7709045
13205,Mitchel,20,GA,36,0.997572379,1.040280525,161.8413954
13205,Mitchel,24,GA,236,0.850566445,1.062308937,1060.960259
13207,Monroe,1,GA,0,1.695189724,1.446395054,0
13207,Monroe,4,GA,9,0.979352987,1.140554267,33.12355085
13207,Monroe,8,GA,5,1.644768319,1.201648817,18.40197269
13207,Monroe,12,GA,122,1.591034559,1.218578632,449.0081337
13207,Monroe,16,GA,62,1.426152884,1.224099223,228.1844614
13207,Monroe,20,GA,102,1.582569652,1.11184719,375.4002429
13207,Monroe,24,GA,253,1.439770343,1.141290346,931.1398182
13209,Montgom,1,GA,0,1.651578715,1.026716715,0
13209,Montgom,4,GA,2,1.039964672,0.832413336,22.07992934
13209,Montgom,8,GA,3,1.51247516,0.872157209,33.11989402
13209,Montgom,12,GA,52,1.494811217,0.911901082,574.078163
13209,Montgom,16,GA,41,1.598586885,0.946124972,452.6385516
13209,Montgom,20,GA,15,1.774122323,0.851181276,165.5994701
13209,Montgom,24,GA,101,1.498123206,0.875469199,1115.036432
13211,Morgan,1,GA,0,1.604257848,1.655049441,0
13211,Morgan,4,GA,14,1.042848652,1.289782245,75.64705247
13211,Morgan,8,GA,2,1.671259523,1.341114173,10.80672178
13211,Morgan,12,GA,111,1.513481385,1.462149457,599.7730588
13211,Morgan,16,GA,29,1.484303237,1.329767115,156.6974658
13211,Morgan,20,GA,72,1.641541039,1.330847787,389.0419841
13211,Morgan,24,GA,233,1.619387259,1.370832658,1258.983088
13213,Murray,1,GA,0,0.977242977,1.257174504,0
13213,Murray,4,GA,11,0.670123855,1.124005639,27.69106837
13213,Murray,8,GA,32,1.0454637,1.097321519,80.55583526
13213,Murray,12,GA,147,1.087252039,1.097573256,370.0533682
13213,Murray,16,GA,75,0.919091733,1.165793979,188.8027389
13213,Murray,20,GA,448,1.062581815,1.082469036,1127.781694
13213,Murray,24,GA,520,1.061071393,1.112425738,1309.032323
13215,Muscoge,1,GA,0,0.906921973,1.646631484,0
13215,Muscoge,4,GA,153,0.488763098,1.029891846,78.16531197
13215,Muscoge,8,GA,244,0.83498945,1.298055063,124.6557916
13215,Muscoge,12,GA,933,0.809956115,1.340560645,476.6551377
13215,Muscoge,16,GA,272,0.729338558,1.267912884,138.9605546
13215,Muscoge,20,GA,340,0.854607411,1.18065383,173.7006933
13215,Muscoge,24,GA,1717,0.723872095,1.172581857,877.188501
13217,Newton,1,GA,0,1.099658583,1.350586145,0
13217,Newton,4,GA,71,0.670435515,0.994827857,65.69268776
13217,Newton,8,GA,84,1.074584332,1.121031838,77.72092636
13217,Newton,12,GA,416,1.011667391,1.208560405,384.9036353
13217,Newton,16,GA,137,0.95550477,1.103544629,126.7591299
13217,Newton,20,GA,332,1.014905763,1.11353732,307.1827089
13217,Newton,24,GA,1245,0.926174372,1.110206423,1151.935159
13219,Oconee,1,GA,0,1.858806252,1.858281758,0
13219,Oconee,4,GA,27,0.947235917,1.25039337,70.80667156
13219,Oconee,8,GA,20,1.741581874,1.416920172,52.44938634
13219,Oconee,12,GA,102,1.727420539,1.574268331,267.4918704
13219,Oconee,16,GA,79,1.664481276,1.546470156,207.1750761
13219,Oconee,20,GA,123,1.903912724,1.352931921,322.563726
13219,Oconee,24,GA,534,1.740008392,1.347424735,1400.398615
13221,Ogletho,1,GA,0,1.259795057,0.997923783,0
13221,Ogletho,4,GA,13,0.807715491,0.811064229,87.06717568
13221,Ogletho,8,GA,9,1.176076619,0.807715491,60.27727547
13221,Ogletho,12,GA,49,1.233005157,0.816422209,328.1762775
13221,Ogletho,16,GA,32,1.141249749,0.905498627,214.3192017
13221,Ogletho,20,GA,41,1.247069855,0.770879379,274.5964771
13221,Ogletho,24,GA,199,1.124506061,0.823789431,1332.797535
13223,Pauldin,1,GA,0,1.240168935,1.651431253,0
13223,Pauldin,4,GA,74,0.729923354,1.235726576,46.30064133
13223,Pauldin,8,GA,63,1.255811043,1.392961051,39.41811356
13223,Pauldin,12,GA,395,1.105021117,1.572657594,247.1453152
13223,Pauldin,16,GA,186,1.109088065,1.428437353,116.3772877
13223,Pauldin,20,GA,786,1.216205225,1.335523229,491.787893
13223,Pauldin,24,GA,2100,1.106835601,1.369122478,1313.937119
13225,Peach,1,GA,0,1.656658685,1.1375944,0
13225,Peach,4,GA,17,0.966660527,0.78393811,62.62663474
13225,Peach,8,GA,8,1.609136121,0.848775097,29.47135752
13225,Peach,12,GA,133,1.561981949,0.866089519,489.9613188
13225,Peach,16,GA,49,1.446306871,0.890034997,180.5120648
13225,Peach,20,GA,104,1.704549641,0.797568613,383.1276478
13225,Peach,24,GA,323,1.452201142,0.762571376,1189.90606
13227,Pickens,1,GA,0,1.262943257,1.76028292,0
13227,Pickens,4,GA,5,0.817217319,1.296715201,15.93016217
13227,Pickens,8,GA,9,1.362347469,1.485646924,28.6742919
13227,Pickens,12,GA,129,1.252747953,1.547774556,410.998184
13227,Pickens,16,GA,47,1.331442954,1.375410202,149.7435244
13227,Pickens,20,GA,155,1.418103036,1.406314716,493.8350272
13227,Pickens,24,GA,484,1.231082932,1.445184312,1542.039698
13229,Pierce,1,GA,0,1.620779221,1.835324675,0
13229,Pierce,4,GA,43,0.862857143,1.323116883,223.3766234
13229,Pierce,8,GA,29,1.47012987,1.477922078,150.6493507
13229,Pierce,12,GA,66,1.368311688,1.482597403,342.8571429
13229,Pierce,16,GA,42,1.236883117,1.523116883,218.1818182
13229,Pierce,20,GA,41,1.417662338,1.361038961,212.987013
13229,Pierce,24,GA,265,1.211948052,1.386493507,1376.623377
13231,Pike,1,GA,0,1.942489224,1.633655263,0
13231,Pike,4,GA,17,1.246794347,1.312817155,92.75931686
13231,Pike,8,GA,12,1.877557702,1.355922955,65.47716484
13231,Pike,12,GA,54,1.873192557,1.370109674,294.6472418
13231,Pike,16,GA,32,1.860642768,1.443225842,174.6057729
13231,Pike,20,GA,118,1.974682163,1.286080646,643.8587876
13231,Pike,24,GA,248,1.824630327,1.308997654,1353.19474
13233,Polk,1,GA,0,1.071155865,1.726639305,0
13233,Polk,4,GA,11,0.738761096,1.332203875,26.24797175
13233,Polk,8,GA,48,1.129378639,1.504963253,114.536604
13233,Polk,12,GA,265,1.039181063,1.680347428,632.3375012
13233,Polk,16,GA,142,1.114584328,1.346043715,338.8374535
13233,Polk,20,GA,311,1.112436766,1.503292927,742.1017467
13233,Polk,24,GA,760,1.043237568,1.554357163,1813.49623
13235,Pulaski,1,GA,0,1.003031384,1.05117689,0
13235,Pulaski,4,GA,8,0.698109843,0.827389444,71.32667618
13235,Pulaski,8,GA,6,0.935271041,0.918330956,53.49500713
13235,Pulaski,12,GA,18,0.916547789,0.92457204,160.4850214
13235,Pulaski,16,GA,11,0.868402283,0.962018545,98.07417974
13235,Pulaski,20,GA,23,0.945970043,0.863944365,205.064194
13235,Pulaski,24,GA,109,0.863944365,0.84967903,971.8259629
13237,Putnam,1,GA,0,1.261813655,1.435618459,0
13237,Putnam,4,GA,7,0.930339772,1.048822092,32.27144899
13237,Putnam,8,GA,12,1.485869716,1.153934812,55.32248398
13237,Putnam,12,GA,110,1.369692499,1.17929095,507.1227698
13237,Putnam,16,GA,29,1.269189987,1.221704855,133.696003
13237,Putnam,20,GA,48,1.313908995,1.141487253,221.2899359
13237,Putnam,24,GA,241,1.188972385,1.059886589,1111.059887
13239,Quitman,1,GA,0,1.424202709,0.677151595,0
13239,Quitman,4,GA,3,0.965487112,0.567933596,131.061599
13239,Quitman,8,GA,3,1.424202709,0.541721276,131.061599
13239,Quitman,12,GA,5,1.411096549,0.585408475,218.4359983
